route_key	major	minor	n_events	n_blocks	min_loss	blocks
7_7.37694	7	7	12	4	0	1+2/0;2+2/1;4+4/1;5+5/1
7_7.37695	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37696	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37697	7	7	12	2	0	1+2/0;2+2/1
7_7.37698	7	7	12	2	0	1+2/0;2+2/1
7_7.37699	7	7	12	2	0	1+2/0;2+2/1
7_7.377	7	7	12	1	1	2+2/1
7_7.3770	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37700	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37701	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37702	7	7	12	2	0	1+2/0;2+2/1
7_7.37703	7	7	12	2	0	1+2/0;2+2/1
7_7.37704	7	7	12	2	0	1+2/0;2+2/1
7_7.37705	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37706	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37707	7	7	12	2	0	1+2/0;2+2/1
7_7.37708	7	7	12	2	0	1+2/0;2+2/1
7_7.37709	7	7	12	2	0	1+2/0;2+2/1
7_7.3771	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37710	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37711	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37712	7	7	12	2	0	1+2/0;2+2/1
7_7.37713	7	7	12	2	0	1+2/0;2+2/1
7_7.37714	7	7	12	2	0	1+2/0;2+2/1
7_7.37715	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.37716	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.37717	7	7	12	1	0	1+2/0
7_7.37718	7	7	12	2	0	1+2/0;3+3/1
7_7.37719	7	7	12	2	0	1+2/0;3+3/1
7_7.3772	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37720	7	7	12	2	0	1+2/0;3+3/1
7_7.37721	7	7	12	1	0	1+2/0
7_7.37722	7	7	12	1	0	1+2/0
7_7.37723	7	7	12	1	0	1+2/0
7_7.37724	7	7	12	1	0	1+2/0
7_7.37725	7	7	12	1	0	1+2/0
7_7.37726	7	7	12	1	0	1+2/0
7_7.37727	7	7	12	1	0	1+2/0
7_7.37728	7	7	12	1	0	1+2/0
7_7.37729	7	7	12	1	0	1+2/0
7_7.3773	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37730	7	7	12	2	0	1+2/0;3+3/1
7_7.37731	7	7	12	2	0	1+2/0;3+3/1
7_7.37732	7	7	12	1	0	1+2/0
7_7.37733	7	7	12	1	0	1+2/0
7_7.37734	7	7	12	1	0	1+2/0
7_7.37735	7	7	12	1	0	1+2/0
7_7.37736	7	7	12	1	0	1+2/0
7_7.37737	7	7	12	1	0	1+2/0
7_7.37738	7	7	12	1	0	1+2/0
7_7.37739	7	7	12	1	0	1+2/0
7_7.3774	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37740	7	7	12	2	0	1+2/0;3+3/1
7_7.37741	7	7	12	2	0	1+2/0;3+3/1
7_7.37742	7	7	12	1	0	1+2/0
7_7.37743	7	7	12	1	0	1+2/0
7_7.37744	7	7	12	1	0	1+2/0
7_7.37745	7	7	12	1	0	1+2/0
7_7.37746	7	7	12	1	0	1+2/0
7_7.37747	7	7	12	1	0	1+2/0
7_7.37748	7	7	12	1	0	1+2/0
7_7.37749	7	7	12	2	0	1+2/0;3+3/1
7_7.3775	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37750	7	7	12	2	0	1+2/0;3+3/1
7_7.37751	7	7	12	2	0	1+2/0;3+3/1
7_7.37752	7	7	12	1	0	1+2/0
7_7.37753	7	7	12	1	0	1+2/0
7_7.37754	7	7	12	1	0	1+2/0
7_7.37755	7	7	12	1	0	1+2/0
7_7.37756	7	7	12	1	0	1+2/0
7_7.37757	7	7	12	2	0	1+2/0;4+4/1
7_7.37758	7	7	12	2	0	1+2/0;4+4/1
7_7.37759	7	7	12	2	0	1+2/0;4+4/1
7_7.3776	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37760	7	7	12	2	0	1+2/0;4+4/1
7_7.37761	7	7	12	2	0	1+2/0;3+3/1
7_7.37762	7	7	12	2	0	1+2/0;3+3/1
7_7.37763	7	7	12	2	0	1+2/0;4+4/1
7_7.37764	7	7	12	2	0	1+2/0;4+4/1
7_7.37765	7	7	12	1	0	1+2/0
7_7.37766	7	7	12	1	0	1+2/0
7_7.37767	7	7	12	1	0	1+2/0
7_7.37768	7	7	12	2	0	1+2/0;3+3/1
7_7.37769	7	7	12	2	0	1+2/0;3+3/1
7_7.3777	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37770	7	7	12	2	0	1+2/0;4+4/1
7_7.37771	7	7	12	2	0	1+2/0;4+4/1
7_7.37772	7	7	12	2	0	1+2/0;4+4/1
7_7.37773	7	7	12	2	0	1+2/0;4+4/1
7_7.37774	7	7	12	1	0	1+2/0
7_7.37775	7	7	12	1	0	1+2/0
7_7.37776	7	7	12	2	0	1+2/0;4+4/1
7_7.37777	7	7	12	2	0	1+2/0;4+4/1
7_7.37778	7	7	12	2	0	1+2/0;4+4/1
7_7.37779	7	7	12	2	0	1+2/0;4+4/1
7_7.3778	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37780	7	7	12	2	0	1+2/0;4+4/1
7_7.37781	7	7	12	2	0	1+2/0;4+4/1
7_7.37782	7	7	12	2	0	1+2/0;4+4/1
7_7.37783	7	7	12	2	0	1+2/0;4+4/1
7_7.37784	7	7	12	2	0	1+2/0;4+4/1
7_7.37785	7	7	12	1	0	1+2/0
7_7.37786	7	7	12	1	0	1+2/0
7_7.37787	7	7	12	1	0	1+2/0
7_7.37788	7	7	12	2	0	1+2/0;4+4/1
7_7.37789	7	7	12	1	0	1+2/0
7_7.3779	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37790	7	7	12	1	0	1+2/0
7_7.37791	7	7	12	1	0	1+2/0
7_7.37792	7	7	12	1	0	1+2/0
7_7.37793	7	7	12	1	0	1+2/0
7_7.37794	7	7	12	1	0	1+2/0
7_7.37795	7	7	12	1	0	1+2/0
7_7.37796	7	7	12	1	0	1+2/0
7_7.37797	7	7	12	1	0	1+2/0
7_7.37798	7	7	12	1	0	1+2/0
7_7.37799	7	7	12	1	0	1+2/0
7_7.378	7	7	12	1	1	2+2/1
7_7.3780	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37800	7	7	12	1	0	1+2/0
7_7.37801	7	7	12	1	0	1+2/0
7_7.37802	7	7	12	1	0	1+2/0
7_7.37803	7	7	12	1	0	1+2/0
7_7.37804	7	7	12	1	0	1+2/0
7_7.37805	7	7	12	2	0	1+2/0;5+5/1
7_7.37806	7	7	12	2	0	1+2/0;5+5/1
7_7.37807	7	7	12	2	0	1+2/0;5+5/1
7_7.37808	7	7	12	2	0	1+2/0;5+5/1
7_7.37809	7	7	12	2	0	1+2/0;3+3/1
7_7.3781	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37810	7	7	12	2	0	1+2/0;3+3/1
7_7.37811	7	7	12	2	0	1+2/0;3+3/1
7_7.37812	7	7	12	2	0	1+2/0;5+5/1
7_7.37813	7	7	12	2	0	1+2/0;5+5/1
7_7.37814	7	7	12	2	0	1+2/0;3+3/1
7_7.37815	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37816	7	7	12	2	0	1+2/0;5+5/1
7_7.37817	7	7	12	2	0	1+2/0;5+5/1
7_7.37818	7	7	12	2	0	1+2/0;3+3/1
7_7.37819	7	7	12	2	0	1+2/0;3+3/1
7_7.3782	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37820	7	7	12	2	0	1+2/0;3+3/1
7_7.37821	7	7	12	1	0	1+2/0
7_7.37822	7	7	12	1	0	1+2/0
7_7.37823	7	7	12	2	0	1+2/0;3+3/1
7_7.37824	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37825	7	7	12	1	0	1+2/0
7_7.37826	7	7	12	1	0	1+2/0
7_7.37827	7	7	12	2	0	1+2/0;3+3/1
7_7.37828	7	7	12	2	0	1+2/0;3+3/1
7_7.37829	7	7	12	2	0	1+2/0;3+3/1
7_7.3783	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37830	7	7	12	2	0	1+2/0;3+3/1
7_7.37831	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37832	7	7	12	2	0	1+2/0;3+3/1
7_7.37833	7	7	12	2	0	1+2/0;3+3/1
7_7.37834	7	7	12	2	0	1+2/0;3+3/1
7_7.37835	7	7	12	2	0	1+2/0;5+5/1
7_7.37836	7	7	12	2	0	1+2/0;5+5/1
7_7.37837	7	7	12	2	0	1+2/0;3+3/1
7_7.37838	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37839	7	7	12	1	0	1+2/0
7_7.3784	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37840	7	7	12	1	0	1+2/0
7_7.37841	7	7	12	1	0	1+2/0
7_7.37842	7	7	12	2	0	1+2/0;3+3/1
7_7.37843	7	7	12	2	0	1+2/0;3+3/1
7_7.37844	7	7	12	2	0	1+2/0;3+3/1
7_7.37845	7	7	12	2	0	1+2/0;3+3/1
7_7.37846	7	7	12	2	0	1+2/0;3+3/1
7_7.37847	7	7	12	2	0	1+2/0;3+3/1
7_7.37848	7	7	12	2	0	1+2/0;3+3/1
7_7.37849	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.3785	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.37850	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37851	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37852	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37853	7	7	12	2	0	1+2/0;3+3/1
7_7.37854	7	7	12	1	0	1+2/0
7_7.37855	7	7	12	1	0	1+2/0
7_7.37856	7	7	12	2	0	1+2/0;3+3/1
7_7.37857	7	7	12	2	0	1+2/0;3+3/1
7_7.37858	7	7	12	2	0	1+2/0;3+3/1
7_7.37859	7	7	12	2	0	1+2/0;3+3/1
7_7.3786	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.37860	7	7	12	2	0	1+2/0;3+3/1
7_7.37861	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37862	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37863	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37864	7	7	12	2	0	1+2/0;3+3/1
7_7.37865	7	7	12	1	0	1+2/0
7_7.37866	7	7	12	1	0	1+2/0
7_7.37867	7	7	12	2	0	1+2/0;3+3/1
7_7.37868	7	7	12	2	0	1+2/0;3+3/1
7_7.37869	7	7	12	2	0	1+2/0;3+3/1
7_7.3787	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.37870	7	7	12	2	0	1+2/0;3+3/1
7_7.37871	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37872	7	7	12	2	0	1+2/0;3+3/1
7_7.37873	7	7	12	2	0	1+2/0;3+3/1
7_7.37874	7	7	12	2	0	1+2/0;3+3/1
7_7.37875	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37876	7	7	12	1	0	1+2/0
7_7.37877	7	7	12	1	0	1+2/0
7_7.37878	7	7	12	1	0	1+2/0
7_7.37879	7	7	12	2	0	1+2/0;3+3/1
7_7.3788	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.37880	7	7	12	2	0	1+2/0;3+3/1
7_7.37881	7	7	12	2	0	1+2/0;3+3/1
7_7.37882	7	7	12	2	0	1+2/0;3+3/1
7_7.37883	7	7	12	2	0	1+2/0;3+3/1
7_7.37884	7	7	12	2	0	1+2/0;3+3/1
7_7.37885	7	7	12	1	0	1+2/0
7_7.37886	7	7	12	1	0	1+2/0
7_7.37887	7	7	12	1	0	1+2/0
7_7.37888	7	7	12	1	0	1+2/0
7_7.37889	7	7	12	1	0	1+2/0
7_7.3789	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37890	7	7	12	1	0	1+2/0
7_7.37891	7	7	12	2	0	1+2/0;4+4/1
7_7.37892	7	7	12	2	0	1+2/0;3+3/1
7_7.37893	7	7	12	2	0	1+2/0;3+3/1
7_7.37894	7	7	12	2	0	1+2/0;3+3/1
7_7.37895	7	7	12	2	0	1+2/0;3+3/1
7_7.37896	7	7	12	2	0	1+2/0;3+3/1
7_7.37897	7	7	12	2	0	1+2/0;3+3/1
7_7.37898	7	7	12	2	0	1+2/0;3+3/1
7_7.37899	7	7	12	2	0	1+2/0;3+3/1
7_7.379	7	7	12	1	1	2+2/1
7_7.3790	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37900	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37901	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37902	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37903	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37904	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37905	7	7	12	2	0	1+2/0;3+3/1
7_7.37906	7	7	12	1	0	1+2/0
7_7.37907	7	7	12	1	0	1+2/0
7_7.37908	7	7	12	1	0	1+2/0
7_7.37909	7	7	12	2	0	1+2/0;5+5/1
7_7.3791	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37910	7	7	12	2	0	1+2/0;5+5/1
7_7.37911	7	7	12	1	0	1+2/0
7_7.37912	7	7	12	6	0	1+2/0;3+3/1;3+4/0;4+4/1;4+5/0;5+5/1
7_7.37913	7	7	12	6	0	1+2/0;3+3/1;3+4/0;4+4/1;4+5/0;5+5/1
7_7.37914	7	7	12	3	0	1+2/0;4+4/1;4+5/0
7_7.37915	7	7	12	3	0	1+2/0;4+4/1;4+5/0
7_7.37916	7	7	12	2	0	1+2/0;3+3/1
7_7.37917	7	7	12	2	0	1+2/0;3+3/1
7_7.37918	7	7	12	2	0	1+2/0;3+3/1
7_7.37919	7	7	12	2	0	1+2/0;3+3/1
7_7.3792	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37920	7	7	12	2	0	1+2/0;3+3/1
7_7.37921	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37922	7	7	12	3	0	1+2/0;3+3/1;3+4/0
7_7.37923	7	7	12	2	0	1+2/0;3+3/1
7_7.37924	7	7	12	2	0	1+2/0;3+3/1
7_7.37925	7	7	12	2	0	1+2/0;3+3/1
7_7.37926	7	7	12	2	0	1+2/0;3+3/1
7_7.37927	7	7	12	2	0	1+2/0;3+3/1
7_7.37928	7	7	12	2	0	1+2/0;3+3/1
7_7.37929	7	7	12	3	0	1+2/0;3+3/1;5+5/1
7_7.3793	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37930	7	7	12	3	0	1+2/0;3+3/1;5+5/1
7_7.37931	7	7	12	6	0	1+2/0;3+3/1;3+4/0;4+4/1;4+5/0;5+5/1
7_7.37932	7	7	12	6	0	1+2/0;3+3/1;3+4/0;4+4/1;4+5/0;5+5/1
7_7.37933	7	7	12	4	0	1+2/0;3+3/1;4+4/1;4+5/0
7_7.37934	7	7	12	4	0	1+2/0;3+3/1;4+4/1;4+5/0
7_7.37935	7	7	12	1	0	1+2/0
7_7.37936	7	7	12	1	0	1+2/0
7_7.37937	7	7	12	1	0	1+2/0
7_7.37938	7	7	12	1	0	1+2/0
7_7.37939	7	7	12	1	0	1+2/0
7_7.3794	7	7	12	3	0	1+2/0;2+2/1;2+3/0
7_7.37940	7	7	12	1	0	1+2/0
7_7.37941	7	7	12	2	0	1+2/0;3+3/1
7_7.37942	7	7	12	2	0	1+2/0;3+3/1
7_7.37943	7	7	12	2	0	1+2/0;4+4/1
7_7.37944	7	7	12	2	0	1+2/0;4+4/1
7_7.37945	7	7	12	2	0	1+2/0;4+4/1
7_7.37946	7	7	12	1	0	1+2/0
7_7.37947	7	7	12	1	0	1+2/0
7_7.37948	7	7	12	1	0	1+2/0
7_7.37949	7	7	12	1	0	1+2/0
7_7.3795	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37950	7	7	12	2	0	1+2/0;4+4/1
7_7.37951	7	7	12	2	0	1+2/0;4+4/1
7_7.37952	7	7	12	2	0	1+2/0;4+4/1
7_7.37953	7	7	12	2	0	1+2/0;3+3/1
7_7.37954	7	7	12	2	0	1+2/0;3+3/1
7_7.37955	7	7	12	2	0	1+2/0;3+3/1
7_7.37956	7	7	12	2	0	1+2/0;3+3/1
7_7.37957	7	7	12	2	0	1+2/0;3+3/1
7_7.37958	7	7	12	2	0	1+2/0;3+3/1
7_7.37959	7	7	12	2	0	1+2/0;3+3/1
7_7.3796	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37960	7	7	12	2	0	1+2/0;3+3/1
7_7.37961	7	7	12	2	0	1+2/0;3+3/1
7_7.37962	7	7	12	2	0	1+2/0;3+3/1
7_7.37963	7	7	12	2	0	1+2/0;3+3/1
7_7.37964	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37965	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37966	7	7	12	2	0	1+2/0;3+3/1
7_7.37967	7	7	12	2	0	1+2/0;3+3/1
7_7.37968	7	7	12	2	0	1+2/0;3+3/1
7_7.37969	7	7	12	1	0	1+2/0
7_7.3797	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37970	7	7	12	1	0	1+2/0
7_7.37971	7	7	12	2	0	1+2/0;3+3/1
7_7.37972	7	7	12	1	0	1+2/0
7_7.37973	7	7	12	1	0	1+2/0
7_7.37974	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37975	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37976	7	7	12	3	0	1+2/0;3+3/1;4+4/1
7_7.37977	7	7	12	1	0	1+2/0
7_7.37978	7	7	12	1	0	1+2/0
7_7.37979	7	7	12	1	0	1+2/0
7_7.3798	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37980	7	7	12	2	0	1+2/0;5+5/1
7_7.37981	7	7	12	2	0	1+2/0;5+5/1
7_7.37982	7	7	12	1	0	1+2/0
7_7.37983	7	7	12	5	0	1+2/0;3+3/1;4+4/1;4+5/0;5+5/1
7_7.37984	7	7	12	5	0	1+2/0;3+3/1;4+4/1;4+5/0;5+5/1
7_7.37985	7	7	12	3	0	1+2/0;4+4/1;4+5/0
7_7.37986	7	7	12	3	0	1+2/0;4+4/1;4+5/0
7_7.37987	7	7	12	2	0	1+2/0;4+4/1
7_7.37988	7	7	12	1	1	2+2/1
7_7.37989	7	7	12	1	1	2+2/1
7_7.3799	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.37990	7	7	12	1	1	2+2/1
7_7.37991	7	7	12	1	1	2+2/1
7_7.37992	7	7	12	2	1	2+2/1;3+3/1
7_7.37993	7	7	12	2	1	2+2/1;3+3/1
7_7.37994	7	7	12	1	1	2+2/1
7_7.37995	7	7	12	2	1	2+2/1;3+3/1
7_7.37996	7	7	12	2	1	2+2/1;3+3/1
7_7.37997	7	7	12	2	1	2+2/1;3+3/1
7_7.37998	7	7	12	1	1	2+2/1
7_7.37999	7	7	12	1	1	2+2/1
7_7.38	7	7	12	1	1	2+2/1
7_7.380	7	7	12	1	1	2+2/1
7_7.3800	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38000	7	7	12	2	1	2+2/1;3+3/1
7_7.38001	7	7	12	2	1	2+2/1;3+3/1
7_7.38002	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38003	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38004	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38005	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38006	7	7	12	2	0	2+2/1;2+3/0
7_7.38007	7	7	12	2	0	2+2/1;2+3/0
7_7.38008	7	7	12	2	0	2+2/1;2+3/0
7_7.38009	7	7	12	2	0	2+2/1;2+3/0
7_7.3801	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38010	7	7	12	2	1	2+2/1;3+3/1
7_7.38011	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38012	7	7	12	2	1	2+2/1;3+3/1
7_7.38013	7	7	12	2	0	2+2/1;2+3/0
7_7.38014	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38015	7	7	12	2	1	2+2/1;3+3/1
7_7.38016	7	7	12	2	1	2+2/1;3+3/1
7_7.38017	7	7	12	2	0	2+2/1;2+3/0
7_7.38018	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38019	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.3802	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38020	7	7	12	2	1	2+2/1;3+3/1
7_7.38021	7	7	12	1	1	2+2/1
7_7.38022	7	7	12	1	1	2+2/1
7_7.38023	7	7	12	1	1	2+2/1
7_7.38024	7	7	12	1	1	2+2/1
7_7.38025	7	7	12	2	1	2+2/1;3+3/1
7_7.38026	7	7	12	2	1	2+2/1;3+3/1
7_7.38027	7	7	12	1	1	2+2/1
7_7.38028	7	7	12	2	1	2+2/1;3+3/1
7_7.38029	7	7	12	2	1	2+2/1;3+3/1
7_7.3803	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38030	7	7	12	2	1	2+2/1;3+3/1
7_7.38031	7	7	12	1	1	2+2/1
7_7.38032	7	7	12	1	1	2+2/1
7_7.38033	7	7	12	2	1	2+2/1;3+3/1
7_7.38034	7	7	12	2	1	2+2/1;3+3/1
7_7.38035	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38036	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38037	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38038	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38039	7	7	12	2	0	2+2/1;2+3/0
7_7.3804	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38040	7	7	12	2	0	2+2/1;2+3/0
7_7.38041	7	7	12	2	0	2+2/1;2+3/0
7_7.38042	7	7	12	2	0	2+2/1;2+3/0
7_7.38043	7	7	12	2	1	2+2/1;3+3/1
7_7.38044	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38045	7	7	12	2	1	2+2/1;3+3/1
7_7.38046	7	7	12	2	0	2+2/1;2+3/0
7_7.38047	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38048	7	7	12	2	1	2+2/1;3+3/1
7_7.38049	7	7	12	2	1	2+2/1;3+3/1
7_7.3805	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38050	7	7	12	2	0	2+2/1;2+3/0
7_7.38051	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38052	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38053	7	7	12	2	1	2+2/1;3+3/1
7_7.38054	7	7	12	1	1	2+2/1
7_7.38055	7	7	12	1	1	2+2/1
7_7.38056	7	7	12	1	1	2+2/1
7_7.38057	7	7	12	1	1	2+2/1
7_7.38058	7	7	12	2	1	2+2/1;3+3/1
7_7.38059	7	7	12	2	1	2+2/1;3+3/1
7_7.3806	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38060	7	7	12	1	1	2+2/1
7_7.38061	7	7	12	2	1	2+2/1;3+3/1
7_7.38062	7	7	12	2	1	2+2/1;3+3/1
7_7.38063	7	7	12	2	1	2+2/1;3+3/1
7_7.38064	7	7	12	1	1	2+2/1
7_7.38065	7	7	12	1	1	2+2/1
7_7.38066	7	7	12	2	1	2+2/1;3+3/1
7_7.38067	7	7	12	2	1	2+2/1;3+3/1
7_7.38068	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38069	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.3807	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38070	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38071	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38072	7	7	12	2	0	2+2/1;2+3/0
7_7.38073	7	7	12	2	0	2+2/1;2+3/0
7_7.38074	7	7	12	2	0	2+2/1;2+3/0
7_7.38075	7	7	12	2	0	2+2/1;2+3/0
7_7.38076	7	7	12	2	1	2+2/1;3+3/1
7_7.38077	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38078	7	7	12	2	1	2+2/1;3+3/1
7_7.38079	7	7	12	2	0	2+2/1;2+3/0
7_7.3808	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38080	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38081	7	7	12	2	1	2+2/1;3+3/1
7_7.38082	7	7	12	2	1	2+2/1;3+3/1
7_7.38083	7	7	12	2	0	2+2/1;2+3/0
7_7.38084	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38085	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38086	7	7	12	2	1	2+2/1;3+3/1
7_7.38087	7	7	12	1	1	2+2/1
7_7.38088	7	7	12	1	1	2+2/1
7_7.38089	7	7	12	1	1	2+2/1
7_7.3809	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38090	7	7	12	1	1	2+2/1
7_7.38091	7	7	12	2	1	2+2/1;3+3/1
7_7.38092	7	7	12	2	1	2+2/1;3+3/1
7_7.38093	7	7	12	1	1	2+2/1
7_7.38094	7	7	12	2	1	2+2/1;3+3/1
7_7.38095	7	7	12	2	1	2+2/1;3+3/1
7_7.38096	7	7	12	2	1	2+2/1;3+3/1
7_7.38097	7	7	12	1	1	2+2/1
7_7.38098	7	7	12	1	1	2+2/1
7_7.38099	7	7	12	2	1	2+2/1;3+3/1
7_7.381	7	7	12	2	1	2+2/1;4+4/1
7_7.3810	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38100	7	7	12	2	1	2+2/1;3+3/1
7_7.38101	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38102	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38103	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38104	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38105	7	7	12	2	0	2+2/1;2+3/0
7_7.38106	7	7	12	2	0	2+2/1;2+3/0
7_7.38107	7	7	12	2	0	2+2/1;2+3/0
7_7.38108	7	7	12	2	0	2+2/1;2+3/0
7_7.38109	7	7	12	2	1	2+2/1;3+3/1
7_7.3811	7	7	12	4	0	1+2/0;2+2/1;2+3/0;3+3/1
7_7.38110	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38111	7	7	12	2	1	2+2/1;3+3/1
7_7.38112	7	7	12	2	0	2+2/1;2+3/0
7_7.38113	7	7	12	3	0	2+2/1;2+3/0;3+3/1
7_7.38114	7	7	12	2	1	2+2/1;3+3/1
7_7.38115	7	7	12	2	1	2+2/1;3+3/1
